# Network	H1	L1	
1.432951254817505493e+01 1.194832801968280300e+01 7.910271006885237099e+00
1.431873238004077997e+01 1.193604825305472517e+01 7.909288784206678358e+00
1.431457898652246463e+01 1.193375597499535345e+01 7.905228642528514094e+00
1.435830344707100359e+01 1.197018227043310823e+01 7.929414498610849016e+00
1.432336501400752127e+01 1.193930722240730624e+01 7.912757317993989403e+00
1.431866175384135076e+01 1.193982479661056040e+01 7.903458625637429513e+00
1.432102072748917898e+01 1.194218516015893528e+01 7.904166513785904513e+00
1.435654875171954892e+01 1.196887462525221402e+01 7.928211164285031032e+00
1.432231701433216742e+01 1.193917029432869015e+01 7.911066763847215633e+00
1.438020299202091223e+01 1.198690702691500576e+01 7.943821373861752910e+00
1.434831951227977775e+01 1.196287277624984746e+01 7.922370085127862893e+00
1.432394096119477034e+01 1.194577323359061616e+01 7.904036089962100498e+00
1.437726251726426696e+01 1.198513010982632565e+01 7.941179618977677990e+00
1.435805630518054876e+01 1.197049813659169004e+01 7.928490097401256875e+00
1.433163359992625985e+01 1.194695357253013945e+01 7.916187338507387317e+00
1.433033447351418133e+01 1.194800473356155557e+01 7.912248037667907852e+00
1.433859314709667743e+01 1.195465446838138668e+01 7.917164263773789123e+00
1.437984713306690310e+01 1.198691530687420048e+01 7.943164671350925410e+00
1.436109821561673705e+01 1.197278092170702024e+01 7.930552248071922605e+00
1.437137327339158333e+01 1.198078807411459756e+01 7.937070422158755356e+00
1.434624261058982775e+01 1.195844335281703152e+01 7.925295554070484805e+00
1.434845246128632468e+01 1.196221871431536954e+01 7.923598391177882228e+00
1.437161511592273122e+01 1.198069129373679154e+01 7.937654386807110996e+00
1.437428295407183931e+01 1.198278620863962018e+01 7.939322711778149078e+00
1.435881820511345452e+01 1.196926249355597527e+01 7.931734716179795086e+00
1.435635921473603993e+01 1.196827161926672822e+01 7.928778238164501779e+00
1.435202828393332553e+01 1.196584925121572951e+01 7.924592580063792191e+00
1.435297232587739202e+01 1.196454257919990027e+01 7.928274431294293656e+00
1.438729695548075682e+01 1.199249085380353108e+01 7.948237339600804141e+00
1.437037511259896228e+01 1.197972927626698869e+01 7.936861303069070672e+00
1.436484936906419563e+01 1.197531992788711719e+01 7.933511834027459741e+00
1.436592792923368656e+01 1.197664678033856944e+01 7.933461865222663612e+00
1.436018684908115439e+01 1.197057883996690286e+01 7.932225953454676848e+00
1.436233535809948947e+01 1.197191229880152363e+01 7.934103153370241301e+00
1.437407151598495503e+01 1.198273480838174621e+01 7.939017474388535334e+00
1.436153048158989343e+01 1.197330340669548576e+01 7.930546217307476553e+00
1.436500384578471490e+01 1.197418870843782024e+01 7.935498740730153600e+00
1.436735065427114399e+01 1.197577233447311684e+01 7.937357357184681383e+00
1.437064706453242202e+01 1.198009833230086230e+01 7.936796646113366549e+00
1.438541788151673195e+01 1.199126807359319713e+01 7.946680918036525654e+00
1.439139652279596149e+01 1.199580723753552114e+01 7.950654224416633831e+00
1.437665719585035973e+01 1.198439383861862240e+01 7.941194900509365162e+00
1.438805537118179245e+01 1.199327957371647990e+01 7.948420121688853257e+00
