# Network	H1	L1	
1.392912741282778200e+01 1.165067287673704399e+01 7.634291846795888681e+00
1.464797185917841738e+01 1.207825136020608170e+01 8.287274803393618328e+00
1.367007005638776462e+01 1.137408195603911665e+01 7.582946327375314155e+00
1.505382434783573942e+01 1.247771385861540061e+01 8.421655677953671315e+00
1.361541968516002576e+01 1.131221369335354865e+01 7.577167977479950522e+00
1.414703051095793818e+01 1.176370600990569670e+01 7.858351811320452462e+00
1.287975289029343529e+01 1.080313102357477462e+01 7.012873491123189140e+00
1.272676272825069965e+01 1.061816635619576843e+01 7.016055357060936970e+00
1.304070990944380526e+01 1.084955819023657675e+01 7.235136627523785613e+00
1.552156449654378001e+01 1.288909449062086487e+01 8.648133187700985047e+00
1.441543688720280159e+01 1.210000963731585166e+01 7.835469828018655214e+00
1.329657404162971979e+01 1.117267412628713252e+01 7.209038362523488175e+00
1.474728090490644483e+01 1.227451081481842543e+01 8.174269285087429893e+00
1.500393464154178957e+01 1.243411384555359689e+01 8.397074943304369654e+00
1.336716073623601275e+01 1.119599976154679410e+01 7.302778614186098416e+00
1.486794210966265872e+01 1.233315285516622772e+01 8.303556059146298907e+00
1.508371609624786380e+01 1.269236607402689465e+01 8.149989859815654825e+00
1.437205916008515771e+01 1.199955822941580408e+01 7.909910669523843474e+00
1.502684673357479106e+01 1.250780054132930452e+01 8.328328065864702978e+00
1.401429629009053635e+01 1.180387212383623208e+01 7.554409532886556811e+00
1.431435239012531468e+01 1.201256721754085177e+01 7.784530377148588975e+00
1.547682523506334462e+01 1.292024331121018221e+01 8.520530038432003295e+00
1.391065205610951594e+01 1.171656174453250010e+01 7.498561296188852587e+00
1.444943787886604980e+01 1.202633426633963687e+01 8.009590447049964368e+00
1.414642142597912056e+01 1.180441226773882057e+01 7.795966275880005014e+00
1.536685531757206036e+01 1.276478019016692933e+01 8.555736616324431054e+00
1.438733406680407612e+01 1.210338964336740020e+01 7.778389337815886151e+00
1.308568809340720129e+01 1.092810476501439787e+01 7.198038560803118102e+00
1.521991350430804957e+01 1.267344010113301600e+01 8.427910955961277040e+00
1.424508949328180307e+01 1.191991349735334893e+01 7.799886979131241738e+00
1.314660695328110585e+01 1.099259774622342256e+01 7.210829992017761647e+00
1.338777567040600047e+01 1.111224749442586202e+01 7.466625276772699493e+00
1.408152658598782914e+01 1.181997633706866324e+01 7.653597218499215593e+00
1.440279608106944842e+01 1.210807763968150930e+01 7.799678892384872775e+00
1.385362484963149399e+01 1.149814763785911076e+01 7.727581922718270491e+00
1.331928686683065877e+01 1.107363114914503122e+01 7.401222589114080819e+00
1.363835225641202697e+01 1.136751837006437249e+01 7.535527743710326298e+00
1.346997287874398097e+01 1.120409259059881535e+01 7.477197240636837883e+00
1.413546402251931511e+01 1.186260037296174552e+01 7.687005627898667370e+00
1.469784096707551235e+01 1.221508340670780335e+01 8.174244091083584962e+00
1.351892374099484684e+01 1.126346067634564818e+01 7.476346213709564203e+00
1.350970088536636027e+01 1.126029327149438153e+01 7.464436579676123173e+00
1.488511340991813370e+01 1.248042182038614811e+01 8.112069551683712021e+00
1.479869432315659417e+01 1.227851542947787955e+01 8.260715012533772494e+00
1.416022657411744845e+01 1.180608122770593837e+01 7.818469330703509357e+00
1.413760229008701153e+01 1.184231337152290031e+01 7.722137820793115282e+00
1.337721737485493989e+01 1.117732485927579411e+01 7.349649902161071502e+00
1.365741358427401764e+01 1.134147715410257895e+01 7.608931710488780809e+00
1.378690104258564020e+01 1.146698517280120733e+01 7.654207431524592486e+00
1.376883174616686745e+01 1.150672572934951887e+01 7.561480717675497232e+00
1.398425745239171292e+01 1.172383972285923193e+01 7.623059664431410809e+00
1.470261921926371507e+01 1.219387989116741977e+01 8.214396210705057655e+00
1.371938553382962667e+01 1.143093564124879435e+01 7.586517632714078196e+00
1.434808434421929135e+01 1.200881498339237474e+01 7.852126275314319059e+00
1.428639020351349664e+01 1.186170842953404225e+01 7.962463072427239830e+00
1.417090067301178280e+01 1.175082299471138114e+01 7.920390446898943004e+00
1.418723397250782448e+01 1.186623356044750643e+01 7.776252881664113659e+00
1.370798103996831330e+01 1.142828153297715410e+01 7.569882786090158078e+00
1.360082313486720906e+01 1.133174838931009454e+01 7.521560236234711816e+00
1.434831097268690669e+01 1.199813185951593475e+01 7.868853769806387177e+00
1.393354693410412359e+01 1.161667464189694599e+01 7.693932702408495139e+00
