# Mf af A2220 A2330 phi2220 phi2330 logL logPrior
7.189665247131041781e+01 7.530638058045155958e-01 2.809621192110688526e+01 1.485362591268889698e+00 1.092908917560397430e+00 4.975195791416649804e+00 1.977845352856603495e+04 0.000000000000000000e+00
6.677180236551657799e+01 6.530283856791219144e-01 2.888228499766201907e+01 2.519718404357622621e+00 1.111809595155476060e+00 5.548182004394218936e+00 1.977930426389275817e+04 0.000000000000000000e+00
6.900920951659006164e+01 7.149947802388129103e-01 2.795749703141088460e+01 3.532371405551610000e+00 9.750350555050200096e-01 4.867665842741201843e+00 1.978011638694255089e+04 0.000000000000000000e+00
6.947950074441338586e+01 7.277575124096363757e-01 2.885219470153424126e+01 2.624524786523155129e+00 1.033251558217401334e+00 4.660586196396218739e+00 1.978083455177534779e+04 0.000000000000000000e+00
7.044632342355231458e+01 7.310464686262077016e-01 2.912514984771784654e+01 3.983017077370460512e+00 1.047616561978855110e+00 4.829202249062588770e+00 1.978083991435995631e+04 0.000000000000000000e+00
6.564814778783572535e+01 6.202307934346462659e-01 3.148446417435530975e+01 2.397834680231515136e+00 1.125570727516856717e+00 5.292001898990903008e+00 1.978088560164023511e+04 0.000000000000000000e+00
6.850868688098323389e+01 6.966519639456636437e-01 2.821901220698006796e+01 3.451557697529616942e+00 1.021821582143806584e+00 5.122887463412700626e+00 1.978143058453514095e+04 0.000000000000000000e+00
6.417191301379546076e+01 6.134002356707933812e-01 3.006165472740415368e+01 2.433564636543879889e+00 1.031527251636878972e+00 4.874412084764519371e+00 1.978148905137366819e+04 0.000000000000000000e+00
6.771211878040959675e+01 6.884542260214895348e-01 2.852298170367112817e+01 3.793423169318839605e+00 9.871393919365848424e-01 4.837187035153507786e+00 1.978149172344155522e+04 0.000000000000000000e+00
7.033008181361252298e+01 7.283359073700401698e-01 2.766775672639428763e+01 3.548497401144669716e+00 1.064526885837574932e+00 4.980351127205465467e+00 1.978176972359197316e+04 0.000000000000000000e+00
7.030640297375596504e+01 7.275644687897028229e-01 2.755030248364793266e+01 2.816585204434729039e+00 1.023820348994540330e+00 5.000828015407377869e+00 1.978177178743697732e+04 0.000000000000000000e+00
6.340051684992967296e+01 5.854578201309699192e-01 3.171704475886870966e+01 3.733543754280151727e+00 1.063484886757118719e+00 4.812598579797386478e+00 1.978182077723892871e+04 0.000000000000000000e+00
6.655425405110356962e+01 6.570403957098909231e-01 3.099165034690957299e+01 1.514316053901394010e+00 1.058096888006091030e+00 5.141242077785671327e+00 1.978185929695438608e+04 0.000000000000000000e+00
6.377874158196020460e+01 5.927847430666228767e-01 3.136531562085863101e+01 2.967312836666699205e+00 1.072418887311682001e+00 4.678474505541355022e+00 1.978188820033430966e+04 0.000000000000000000e+00
6.757773625291264352e+01 6.586378518800903858e-01 2.876901907366159605e+01 1.666239601272424764e+00 1.133870807638161393e+00 4.989498785396054181e+00 1.978189352184551899e+04 0.000000000000000000e+00
6.713370477978352824e+01 6.582854388462613393e-01 2.868561285924399584e+01 2.514191688089112198e+00 1.065861650897382606e+00 4.910841985977835833e+00 1.978192672445506469e+04 0.000000000000000000e+00
6.371399326392778306e+01 5.932479643245736067e-01 3.178637849610919730e+01 1.630604357007338301e+00 1.079649249749805362e+00 5.604076131116292991e+00 1.978193109828366869e+04 0.000000000000000000e+00
6.446179885770287399e+01 5.962690997460766695e-01 3.132504543985787393e+01 1.564996388349371825e+00 1.119412320004141481e+00 5.265161207187564862e+00 1.978210936882776514e+04 0.000000000000000000e+00
6.804636585736933796e+01 6.851443801293267688e-01 2.860189458024006015e+01 8.963598095770923813e-01 1.079122149286460886e+00 5.082917299853972004e+00 1.978212411877548584e+04 0.000000000000000000e+00
6.465584673740563915e+01 6.307757120175792043e-01 3.118494012323697362e+01 2.572519906108126975e+00 1.010114373221774109e+00 5.358954096047891191e+00 1.978224999194350676e+04 0.000000000000000000e+00
6.422094105162568667e+01 6.019460621910919240e-01 3.084788276565607745e+01 1.809030482001568574e+00 1.091788620317554193e+00 4.684549341028873215e+00 1.978226195033608747e+04 0.000000000000000000e+00
6.442532816880013513e+01 6.108344628716430025e-01 3.183064707645556979e+01 3.982885965007422868e+00 1.036721093604052957e+00 5.450802584651198046e+00 1.978231073683485010e+04 0.000000000000000000e+00
6.676512578247213980e+01 6.609930730986306457e-01 2.861096843198448170e+01 2.738111983717556264e+00 1.056081605321966599e+00 4.505961978879880370e+00 1.978237848101024429e+04 0.000000000000000000e+00
6.627342208825547232e+01 6.571460270799529546e-01 2.912882223384739433e+01 1.545644899963790397e+00 1.058341782271061238e+00 4.766305455644395117e+00 1.978244474603199342e+04 0.000000000000000000e+00
6.653600688730462309e+01 6.541791858594334652e-01 2.948327039744121336e+01 9.375740239602915471e-01 1.087917505221593473e+00 4.974423038081480009e+00 1.978265329821873820e+04 0.000000000000000000e+00
6.985213084509743453e+01 7.270538977709004591e-01 2.831408652779463608e+01 2.887151158593639355e+00 9.987366992191448745e-01 4.771245162563151787e+00 1.978269481368646666e+04 0.000000000000000000e+00
6.204869731125511834e+01 5.524126883936519850e-01 3.287151272249514022e+01 3.295765379436184972e+00 1.063319868094840803e+00 5.190125923535688024e+00 1.978274768046407553e+04 0.000000000000000000e+00
6.490167907316460116e+01 6.108909528991587345e-01 3.192807795809697424e+01 3.296463346318705412e+00 1.078932511218247736e+00 5.317105932454276207e+00 1.978279848142991978e+04 0.000000000000000000e+00
6.754599712778976084e+01 6.684155955063210142e-01 2.961333024215599252e+01 1.060495836523563273e+00 1.107497671914130288e+00 4.660712566182278138e+00 1.978280349762524202e+04 0.000000000000000000e+00
7.055473217742812153e+01 7.342518302871763325e-01 2.738569083148301075e+01 2.895797344460075529e+00 1.042023085345580302e+00 4.483167749395176926e+00 1.978284726985488305e+04 0.000000000000000000e+00
