# Network	H1	L1	
5.518086315760172056e+01 4.506609069546149726e+01 3.184297612106013275e+01
5.522179273500783836e+01 4.509541079969754662e+01 3.187240683843450384e+01
5.521304821160057230e+01 4.509755170325944817e+01 3.185422300399697804e+01
5.520262356280422722e+01 4.508903705854848454e+01 3.184820851083322779e+01
5.522749238370962388e+01 4.511635101357865807e+01 3.185264174620787969e+01
5.521287156092213166e+01 4.509418051088712076e+01 3.185868908248442111e+01
5.525411843917631671e+01 4.513617892421278555e+01 3.187072256181170715e+01
5.524069186078845917e+01 4.512166138389211767e+01 3.186800450633769088e+01
5.524174862654495399e+01 4.511979504854006962e+01 3.187247850569704255e+01
5.521940450767502284e+01 4.510752515971569210e+01 3.185111941750016840e+01
5.522983694317593972e+01 4.511443388812858046e+01 3.185942158488564502e+01
5.520968163627018299e+01 4.509596872798565670e+01 3.185062873575416731e+01
5.523944606865724438e+01 4.512022424309355273e+01 3.186787985142791868e+01
5.521107956685017371e+01 4.510041476237144309e+01 3.184675643137191514e+01
5.521984684702923829e+01 4.510448105279469644e+01 3.185619680325083891e+01
5.524740113577971101e+01 4.512870131123195705e+01 3.186966661606871654e+01
5.521085355572093079e+01 4.510155066186688089e+01 3.184475589867690459e+01
5.521551915477426320e+01 4.510228119300413852e+01 3.185180978717581723e+01
5.522081086240934411e+01 4.510234109411083381e+01 3.186089735290685354e+01
5.521764280659817814e+01 4.510810511522077348e+01 3.184724368028192387e+01
5.521577104920856272e+01 4.510736187478931924e+01 3.184505106379045003e+01
5.521757728540906385e+01 4.510235946884881031e+01 3.185526662285008825e+01
5.524248165602636362e+01 4.512209291032931446e+01 3.187049593131582270e+01
5.523802339395700045e+01 4.512009193659093853e+01 3.186560107866979763e+01
5.522580382773082874e+01 4.511031135191306163e+01 3.185826765774423208e+01
5.522383391114095730e+01 4.510293812524106016e+01 3.186529153037766804e+01
5.522554191328703865e+01 4.510798840048344971e+01 3.186110265006649556e+01
5.523457108263500004e+01 4.511313802222172598e+01 3.186946219299333194e+01
5.523295353452546408e+01 4.511573035346011551e+01 3.186298841635740686e+01
5.522826850321629166e+01 4.510823922685896292e+01 3.186547341113600140e+01
5.523594049801543093e+01 4.511140611282922919e+01 3.187428683474651692e+01
5.522797107065509437e+01 4.511090045551551952e+01 3.186119032104239679e+01
5.525196111980714875e+01 4.513228847606237082e+01 3.187249197188961602e+01
5.527114231488999252e+01 4.514822298907162690e+01 3.188317947949808229e+01
5.523124039605517055e+01 4.511421737094132567e+01 3.186216104871564525e+01
5.523096350128543719e+01 4.511375639574323770e+01 3.186233376803808781e+01
5.523242844238732374e+01 4.511180462582220940e+01 3.186763616971114743e+01
5.524593025878808561e+01 4.512547519941400509e+01 3.187168489719281084e+01
5.523924801506829851e+01 4.511852736695503552e+01 3.186993896303468787e+01
5.524404551873995217e+01 4.512378421371879256e+01 3.187081209367521595e+01
5.527065851826203158e+01 4.514386854947654371e+01 3.188850616491643919e+01
5.527302446363127331e+01 4.514928091202542504e+01 3.188494419760206355e+01
5.523814431497970645e+01 4.511516802058902442e+01 3.187278152023362310e+01
5.524944667568201595e+01 4.512464909834853444e+01 3.187894919409897199e+01
5.525308347969546219e+01 4.513102079294868219e+01 3.187623246559463297e+01
