Mf	af	A2220	phi2220	logL
8.79589055291737906828e+01	9.50635427270319355308e-01	6.71388683026970412016e+00	3.88749399788525806798e+00        1.891208e+04
9.12388022258642905626e+01	8.30645639408434721673e-01	6.54274335024588360454e+00	4.51337801703362639927e+00        1.911647e+04
6.49703057454401005089e+01	4.27519918470512516606e-01	6.99565161957139736160e+00	4.73170509369120573240e+00        1.928203e+04
9.88878816299049674399e+01	8.77527171003019579310e-01	5.56941832549322057844e+00	5.61060933926801563842e+00        1.928834e+04
9.22382640800576751872e+01	8.28841747195888101096e-01	5.89409509972228207175e+00	5.45598518772158680434e+00        1.928905e+04
7.55634892296768896358e+01	4.95533559090903463762e-01	6.66847186187042506589e+00	4.74031665182542383263e+00        1.929463e+04
8.87476797584902215021e+01	9.49312204708727347402e-01	4.53467699400273716037e+00	4.43298029685842820413e+00        1.931060e+04
7.86137477758944669404e+01	6.46138659245331092862e-01	5.77484867086752018395e+00	4.57343127631012791312e+00        1.931380e+04
7.61066509464556730791e+01	5.92147899656758514020e-01	5.99587263341970366781e+00	4.16933805940945845236e+00        1.931644e+04
6.61823848026401293509e+01	8.58851616590577071619e-01	6.92305061372972385669e+00	3.98570109033869046655e+00        1.931924e+04
7.74602922769230985978e+01	7.25451045848285458462e-01	5.52138300097114509413e+00	3.78401981041121038274e+00        1.932420e+04
9.13351038437378832668e+01	8.11415687330439672209e-01	5.89265829535165863717e+00	5.64342270620531571979e+00        1.932973e+04
6.04651348363610239289e+01	6.53571244547556329252e-01	6.30307853512105520366e+00	4.17790136087049290836e+00        1.933756e+04
6.46987600463637875237e+01	2.15798517060898392694e-01	6.42519899084655587984e+00	4.63929233215506098276e+00        1.935196e+04
7.30267875320911485915e+01	2.86110697090379950680e-01	6.54087177427154387033e+00	4.32091319717089827890e+00        1.935870e+04
6.82918410966333055967e+01	8.50891637013609924978e-01	6.72730559913492154323e+00	4.39846417879498563508e+00        1.936245e+04
8.65622563650723293449e+01	5.83384081991202729789e-01	6.49407938239153370574e+00	5.58615715956734693037e+00        1.936425e+04
9.78227683296705379234e+01	8.76382280429292448432e-01	4.94597515291699352247e+00	3.67985185055088059869e+00        1.936522e+04
8.42771837419731468799e+01	3.24027533676274126506e-01	6.77039212181081495601e+00	4.28487507226903474589e+00        1.936921e+04
9.20640538291520726943e+01	8.25896805368306674566e-01	4.36002600057056621807e+00	4.42849583946716407468e+00        1.937864e+04
8.30208385930529857433e+01	5.27064122198478091086e-01	5.72412069329101313997e+00	4.66127950898709020322e+00        1.938221e+04
7.64975568216324290916e+01	2.05257055960600259814e-01	6.45573504865374481199e+00	4.45984041791839658231e+00        1.938809e+04
9.04312657530626893276e+01	7.39544333667273678934e-01	5.65380274224063228417e+00	5.73475821968798449291e+00        1.939243e+04
8.95627530294636926556e+01	8.71485773804569263667e-01	4.16819942991393155296e+00	3.69030659630111568248e+00        1.939521e+04
7.20702644411118455992e+01	6.76981569095143065340e-01	5.00867043384844912168e+00	4.76651562765078296025e+00        1.939529e+04
9.99241129280474069674e+01	6.54249001668952612221e-01	5.66181675778706150481e+00	4.21165362309378465966e+00        1.940463e+04
7.64834456379431770756e+01	9.08368943643932835741e-01	4.71227498390951282659e+00	2.74885689115680698080e+00        1.941385e+04
5.87611712289036702828e+01	5.75329031857095052338e-01	4.98169923579098394839e+00	4.00243562771911420839e+00        1.941661e+04
5.96029248639809594579e+01	8.48220403977982484456e-01	6.14032251384304039732e+00	3.82628507570047027286e+00        1.941984e+04
9.97444354611695160884e+01	7.80580597003649123700e-01	5.08818312396227234728e+00	5.83304155740873309099e+00        1.942490e+04
6.59932676933160848876e+01	3.11803210728828938958e-01	5.60952071645194116911e+00	5.12009972970837612394e+00        1.943284e+04
6.56233577159834311487e+01	5.12766466667879172725e-01	5.46406133809372374088e+00	5.11963863213914560646e+00        1.944559e+04
7.13003666078850102394e+01	2.60147015803722680971e-01	5.37446422316841854183e+00	5.16375695605879414529e+00        1.945558e+04
5.69222491329878863553e+01	2.92510593511261407507e-01	5.09101736084798428550e+00	4.75106083878707874391e+00        1.945821e+04
8.96793286563323306382e+01	6.59637687584685439290e-01	5.92729039752747333125e+00	3.48065063211566183554e+00        1.947429e+04
9.08976842559934539167e+01	2.57561724675349490443e-01	6.32514235594340323843e+00	3.87530515378037510033e+00        1.947800e+04
8.56859356227574977538e+01	6.41111069182869419691e-01	4.29361419046705350411e+00	5.27257791876808656895e+00        1.947882e+04
6.55725643102178281652e+01	8.67643197956402545401e-01	4.33968732435407478221e+00	3.52027884341499364140e+00        1.947969e+04
6.89277766707364776266e+01	4.66805360830803983685e-01	3.92559357230282479634e+00	4.32337188437887043335e+00        1.948572e+04
