# Network	H1	L1	
1.445213479587095051e+01 1.150685510500312070e+01 8.743939944355034299e+00
1.445764897231858193e+01 1.150972168143459307e+01 8.749281148911549622e+00
1.448727673296002116e+01 1.153820021291172893e+01 8.760771825822683212e+00
1.452024937273284166e+01 1.155906969914492066e+01 8.787806867282544232e+00
1.446538654210678843e+01 1.152550842434002831e+01 8.741284995527328405e+00
1.441884892186101297e+01 1.147603933167226309e+01 8.729474525386034856e+00
1.442201033698253987e+01 1.148097644747560153e+01 8.728204968522550899e+00
1.442809284972386408e+01 1.146946368667428295e+01 8.753357414176166529e+00
1.446250034178723709e+01 1.151642165198861711e+01 8.748482638138096235e+00
1.443800431504738846e+01 1.149445871113365847e+01 8.736898050187525300e+00
1.450067907307569470e+01 1.153615396698124762e+01 8.785604431707485062e+00
1.443074672405642467e+01 1.150044801403554473e+01 8.717003297597811340e+00
1.444669296421398741e+01 1.147620194460691678e+01 8.775176723512203125e+00
1.448838326022936762e+01 1.154015032577284217e+01 8.760033102326699961e+00
1.445602988110270459e+01 1.150036143949876433e+01 8.758908989378994647e+00
1.450227834378337022e+01 1.154523927799179006e+01 8.776304870187891183e+00
1.450144075264314658e+01 1.154314623994915223e+01 8.777673882388612014e+00
1.446922268325971039e+01 1.151696731749538039e+01 8.758873721289774039e+00
1.446165244499338165e+01 1.150929467708480836e+01 8.756456330948630296e+00
1.451936891282196385e+01 1.154186965895453021e+01 8.808934010555741878e+00
1.447523847300539579e+01 1.152585680178635918e+01 8.757120179322122056e+00
1.452043043120581167e+01 1.154038388553057182e+01 8.812629555477416332e+00
1.446759756119277540e+01 1.153376488642675390e+01 8.734050992366622523e+00
1.445901508115069234e+01 1.149043881992898797e+01 8.776840709641030358e+00
1.445752393578012729e+01 1.150670576121640032e+01 8.753040664731575049e+00
1.448106153198896351e+01 1.153621614881297575e+01 8.753105738029059779e+00
1.446578426373106829e+01 1.151422545734898151e+01 8.756798871856430466e+00
1.446915314586840040e+01 1.150332357398643168e+01 8.776670183546913862e+00
1.447017460158828150e+01 1.148683131385788592e+01 8.799923827364898088e+00
1.447743276820666658e+01 1.150129139940676737e+01 8.792971949453500358e+00
1.447638939671517200e+01 1.152880615937889175e+01 8.755140119084034112e+00
1.447503065504111319e+01 1.153682734211502492e+01 8.742318190423356228e+00
1.448320492291388106e+01 1.150503765586254623e+01 8.797575426008108934e+00
1.447641352457535469e+01 1.152326369688261387e+01 8.762473526728367546e+00
1.454693389679568938e+01 1.158018975850830046e+01 8.804117840799433381e+00
1.452224630475659772e+01 1.155925626080729884e+01 8.790860733341412825e+00
1.451368351213853991e+01 1.156214539744591185e+01 8.772901623684287387e+00
1.450283378092017550e+01 1.153588067090435310e+01 8.789519032555462630e+00
1.448768670464028929e+01 1.154217316025773599e+01 8.756215209234920138e+00
1.451925584165671523e+01 1.154851920935093723e+01 8.800028083292406933e+00
1.457245534382831664e+01 1.160072993446457801e+01 8.819269796048192944e+00
1.456427470067182028e+01 1.159498867099434349e+01 8.813304447035863021e+00
1.458154427258957320e+01 1.160712344015090913e+01 8.825877793091693846e+00
1.453864639194243047e+01 1.157825505992698112e+01 8.792965863530683990e+00
1.452234879602304929e+01 1.155929491094888206e+01 8.790979223901249640e+00
1.452415246971186491e+01 1.155735883552367049e+01 8.796502811366583074e+00
1.453308668846088558e+01 1.155723562878446664e+01 8.811408134632847222e+00
1.453094543231843083e+01 1.156767618521730157e+01 8.794159586394393102e+00
1.451959608241660860e+01 1.155606262990692734e+01 8.790681821690304432e+00
1.454363795861729969e+01 1.157058858866809459e+01 8.811293025607403351e+00
1.452223685840363743e+01 1.155297997939766041e+01 8.799091826274686667e+00
1.454105690533287643e+01 1.156195618846374096e+01 8.818361810459691696e+00
1.452515832080874070e+01 1.157323631879674508e+01 8.777267533455008319e+00
1.452899913389859243e+01 1.156796760850648909e+01 8.790559779750703129e+00
1.454028352329475382e+01 1.157403753276255998e+01 8.801221513403717722e+00
1.455190993414178457e+01 1.158496563598954410e+01 8.806057798147575610e+00
1.454391965853537450e+01 1.156561087738691107e+01 8.818290314273015795e+00
1.455519928775840910e+01 1.158059425483121530e+01 8.817236699291514768e+00
1.454945617963274707e+01 1.158139483254272761e+01 8.806700225158463624e+00
1.458317188894128869e+01 1.160938737336649673e+01 8.825589337688784397e+00
1.455194988221236940e+01 1.158359473832153341e+01 8.807927015634852808e+00
1.457858374680650471e+01 1.159448259519159308e+01 8.837594548996348109e+00
1.456144479499079658e+01 1.158838911273774208e+01 8.817307541950997418e+00
1.455829267041488606e+01 1.158619569320451070e+01 8.814984675892809207e+00
1.456056009034090870e+01 1.159146493611449635e+01 8.811801789603340040e+00
1.457253457915595796e+01 1.160152167631209608e+01 8.818359192885978359e+00
1.458302463953672223e+01 1.160119599753681641e+01 8.836111082601378897e+00
1.457234769793456763e+01 1.160380849719567387e+01 8.815040884188137582e+00
1.459133320202576733e+01 1.161473245839784774e+01 8.832043621516994847e+00
1.457734387899923689e+01 1.160345882171435861e+01 8.823757586163377908e+00
1.459637618059261044e+01 1.161777997210219482e+01 8.836367247075715525e+00
