# Network	H1	L1	
1.739681804585395497e+01 1.389886635389262182e+01 1.046282907234852289e+01
1.507960167075286506e+01 1.197863486889055373e+01 9.160059673734226138e+00
1.497067044553619652e+01 1.191964868734305227e+01 9.057756276207257429e+00
1.380290411957336438e+01 1.093082075924674790e+01 8.428363996847533457e+00
1.560659939113790706e+01 1.238663791294027483e+01 9.494058445637287846e+00
1.326438822380899829e+01 1.054143784596698197e+01 8.051216249209669940e+00
1.335060122406134830e+01 1.064812699611090885e+01 8.053318851169526837e+00
1.608572926032357842e+01 1.281366876672812616e+01 9.724226374010752849e+00
1.270065240587812738e+01 1.017226581626280080e+01 7.604707732597564274e+00
1.484635502558738906e+01 1.186896361790569188e+01 8.918629949864213202e+00
1.768046018874172276e+01 1.409641287414923916e+01 1.067191719266977046e+01
1.489820499336877013e+01 1.185528218122093058e+01 9.022682329998305661e+00
1.476843689999361331e+01 1.177008486367816786e+01 8.920304410215328161e+00
1.424143570615236776e+01 1.133649049564889033e+01 8.619888294782827032e+00
1.556237001985415880e+01 1.230261539113453217e+01 9.530635612207364105e+00
1.359436986696530170e+01 1.080330546902352751e+01 8.251998728963823027e+00
1.515453610709846366e+01 1.215780175581148193e+01 9.046978561251171058e+00
1.299406412190154114e+01 1.038494660855649876e+01 7.810159175171768275e+00
1.326445072983557161e+01 1.057804812233139202e+01 8.003158819233609833e+00
1.196047347558089236e+01 9.495121445378243763e+00 7.272935755084890985e+00
1.392267395869094315e+01 1.110102265053931880e+01 8.402865360829242292e+00
1.310233626852319766e+01 1.049895751759905593e+01 7.838565349418775696e+00
1.300254600839086727e+01 1.034609876421148122e+01 7.875559857019876375e+00
1.265102241577120168e+01 1.009769896480883844e+01 7.621341337352887990e+00
1.668369200389876994e+01 1.326404677365979801e+01 1.011981432967625238e+01
1.314441134857652926e+01 1.049426863093840012e+01 7.914914756476519209e+00
1.296051428817681028e+01 1.030332882715785914e+01 7.862337164831656011e+00
1.393007294889946834e+01 1.108948879939388554e+01 8.430312599766290660e+00
1.604187344305655216e+01 1.278561869668687301e+01 9.688635513114020270e+00
1.338107857509457688e+01 1.058487385410947290e+01 8.186190159374799435e+00
1.634919777017957543e+01 1.303046060332136236e+01 9.874379180167968784e+00
1.330054880237099013e+01 1.057424971932071855e+01 8.067827546353361967e+00
1.416738579747031324e+01 1.131014833724447222e+01 8.532019979107506202e+00
1.436925665662780638e+01 1.143386045876667900e+01 8.703009357313961303e+00
1.634402525062360212e+01 1.294660673992328448e+01 9.975596990395857233e+00
1.562034008964387688e+01 1.255919311483886425e+01 9.287717309453368486e+00
1.512782718776979962e+01 1.198085568647993782e+01 9.236354932697665276e+00
1.409103182045154412e+01 1.123452448352609956e+01 8.505447512860834891e+00
1.580503458342148448e+01 1.252515834823951302e+01 9.639477503198769170e+00
1.564779259908325137e+01 1.247596371499230017e+01 9.444773295644534272e+00
1.512520643809507881e+01 1.204815830218915274e+01 9.144055518225128409e+00
1.633862124511778546e+01 1.301475065162266809e+01 9.877591288745531273e+00
1.481396364547111943e+01 1.176039959872474405e+01 9.008136331542440089e+00
1.622642417573137763e+01 1.290832301037676366e+01 9.832193986620557880e+00
1.372475252918648003e+01 1.091721916755576771e+01 8.317641350464903383e+00
1.318583447454638957e+01 1.045345521437136505e+01 8.036884027486532744e+00
1.278608874348385349e+01 1.016713550571694036e+01 7.753284527516993485e+00
1.590921020196417146e+01 1.269640444487110287e+01 9.586672176649109645e+00
1.501575850897875952e+01 1.198185513437732297e+01 9.050312212225817277e+00
1.512121798819969065e+01 1.208203329544416960e+01 9.092618153999012520e+00
1.666105129312159860e+01 1.331237616036611193e+01 1.001854635947475636e+01
1.358841013161132594e+01 1.078593123118315056e+01 8.264900324932252573e+00
1.331188849288494680e+01 1.065919612296582919e+01 7.974202985825787238e+00
1.325150828128846925e+01 1.051433255647438791e+01 8.065437534375902828e+00
