# Mf af A2220 A2221 phi2220 phi2221 logL logPrior
6.732921838084922683e+01 7.187046763738684785e-01 9.161010479471858758e+00 1.075535883489844480e+01 7.016320716033893623e-01 3.561475786856314940e+00 1.978501645019890566e+04 0.000000000000000000e+00
6.170392192819792143e+01 5.313219987803701194e-01 9.327021285996462296e+00 9.729609606596076432e+00 1.134028752332705947e+00 4.159964762505881097e+00 1.978507571618362272e+04 0.000000000000000000e+00
6.039340813935169905e+01 5.294951228297324342e-01 1.000191483094695144e+01 1.202276486148769585e+01 9.805965307105741768e-01 4.219198556725586968e+00 1.978512094783372231e+04 0.000000000000000000e+00
6.654938685115897101e+01 6.997307461169708365e-01 8.290209269947030890e+00 8.691924206475933445e+00 7.577933619912925467e-01 3.577879915914911280e+00 1.978512274231962874e+04 0.000000000000000000e+00
6.343019564819604739e+01 6.326261977435796435e-01 9.108948492520049456e+00 9.111688786604684509e+00 8.520769648277441988e-01 3.801513719112715961e+00 1.978514878942599535e+04 0.000000000000000000e+00
6.015871352909642411e+01 4.993915136593973791e-01 9.493057950993181393e+00 1.051067177797399133e+01 1.074390797102495521e+00 4.084124684815430228e+00 1.978516051844618778e+04 0.000000000000000000e+00
6.767341611782583755e+01 6.397396072667231870e-01 8.557155388514029681e+00 1.043293707901398015e+01 1.333066063667567303e+00 4.714088657043779662e+00 1.978516310287345914e+04 0.000000000000000000e+00
6.812979834677405222e+01 6.559924170994755332e-01 8.905880897648048133e+00 1.122405038170644609e+01 1.215732831432001060e+00 4.411623522333447234e+00 1.978523042970258030e+04 0.000000000000000000e+00
6.253209274215248570e+01 6.154399609329761489e-01 9.842336164414071220e+00 1.179803878824767693e+01 8.519176230652667492e-01 3.872702223293966739e+00 1.978523475986647463e+04 0.000000000000000000e+00
7.121555017981165747e+01 7.543546868278052653e-01 8.832422018628998117e+00 9.356964959248424307e+00 9.149902009821194726e-01 3.887009587775706709e+00 1.978527860362307911e+04 0.000000000000000000e+00
6.465788687219655628e+01 6.048009300717347436e-01 1.023188447767023135e+01 1.278286357322903832e+01 1.267598469169383346e+00 4.575700090751498195e+00 1.978528224050225617e+04 0.000000000000000000e+00
