Mf	af	A2220	A2221	phi2220	phi2221	logL
9.25660945071800398409e+01	8.68884818698989147556e-01	1.13390011661479253036e+01	1.21679440081084244696e+01	4.88573588207110720560e+00	4.80756597503362748114e+00        1.708325e+04
9.68449088212233846207e+01	5.79959733179492675781e-01	1.29722025289551936567e+01	1.32203762969400884231e+01	6.00327957856476635001e-01	6.11321311708230119564e-01        1.739137e+04
8.49954338646610807473e+01	8.99200352795996638022e-01	1.27450455555180486300e+01	1.78555533689236489714e-01	3.57504464004547273248e+00	5.07255259097209787456e+00        1.787644e+04
7.93274055360712395668e+01	7.97617360247282802810e-01	1.33079515574253210985e+01	7.09111495354471443875e+00	3.36002916184646194253e+00	4.45838827403253645798e+00        1.790960e+04
7.64593871894221024377e+01	9.08164552288880710940e-01	9.31547900297250563995e+00	1.39629993114861274961e+01	2.75782208768213443761e+00	4.32422473928018114009e+00        1.818043e+04
9.59034728799082074602e+01	8.26874281679408573709e-01	1.30131516318100732832e+01	1.19840440303338695571e+01	5.36549503233194791108e+00	9.17888214565111493215e-01        1.822851e+04
7.73508078411152979470e+01	2.92667609530837979914e-01	1.27721541048386182382e+01	1.47686983829531772727e+01	4.40316158048618699894e+00	4.96174995572408583655e+00        1.827881e+04
9.03666227799262031795e+01	3.82962599372779599616e-01	1.15328705310608352619e+01	1.18600241823829026799e+01	1.18045475564903656895e+00	2.21707420798022553088e-01        1.831765e+04
9.52155341714186960189e+01	7.84403781816337741795e-01	1.23108910955435160162e+01	6.48992623992881156880e-01	5.29287952833245434192e+00	5.07888971423772339620e+00        1.842902e+04
7.03558720779898436604e+01	6.34980703658943657075e-01	1.27837092759265598119e+01	1.21966655298086763537e+01	5.16452011520573073255e+00	6.24431329172213267498e+00        1.847766e+04
7.06183784274069381581e+01	6.18670319064995588576e-01	1.29202756733377484011e+01	8.52539883967666223263e-01	4.05519482995943914005e+00	4.73037712898623130542e+00        1.849475e+04
8.40907536123925183347e+01	4.52685038021335028890e-01	1.25776467638668840721e+01	8.86136470068101544939e+00	4.64164042891414663217e+00	3.27884165000463179140e+00        1.856166e+04
6.65710308337150280522e+01	8.58237693690807157409e-01	7.13535744987449849219e+00	1.42294503163471439677e+01	3.84596120444619504752e+00	4.38285857414291157852e+00        1.858353e+04
9.90185580488744250260e+01	9.32032613417204114370e-01	1.14220897558704379549e+01	7.78950391619814830335e+00	1.02649869538364635346e+00	2.19774074489985249414e+00        1.863071e+04
7.59679173823878954863e+01	2.96988598778039514237e-01	1.07321592044807410105e+01	9.58144598566099503500e+00	8.77804687775629477464e-01	5.62287781563843291899e-01        1.864022e+04
9.13694510826421577576e+01	8.89719346562503066167e-01	5.54928658557827692022e+00	1.29742047436835719054e+01	6.09162092763442419852e+00	5.49945358562239050570e+00        1.866579e+04
8.59543908863698504774e+01	9.36555756673561168313e-01	1.35248207894917822358e+01	1.22478321604862347982e+01	4.11641475867243578080e+00	7.26786375652201277475e-01        1.867406e+04
6.26070513049876282707e+01	5.07376526302416364089e-01	1.38871203251618542396e+01	1.27673926575804532746e+01	2.76460165775455912751e+00	4.46776716401357631980e+00        1.870015e+04
9.59966681312889278388e+01	2.22618761662128156198e-01	1.33869121150045469193e+01	5.78295818433903896505e+00	4.18440295656684302372e+00	3.26516558942568480006e+00        1.870853e+04
6.54832696774537481588e+01	6.49885870871216075884e-01	7.95059922979981337221e+00	1.24432953347956889445e+01	3.52340139878357216929e+00	4.62681426759148184402e+00        1.871231e+04
9.94340767478973788229e+01	7.03630205960264820675e-01	1.03173245530180555107e+01	1.28066716471583603720e+01	2.37186173234997355053e-01	4.76583202329537147790e+00        1.874728e+04
5.76703259645904253716e+01	9.43036546654736018702e-01	7.71503077915602553105e+00	1.40018220810388331898e+01	4.91892733538265902737e-01	1.32043473384910825530e+00        1.876484e+04
8.72300444043566329810e+01	9.07731552603861846507e-01	7.64328961313614740902e+00	1.05384420005338945714e+01	4.59995125104169133579e+00	6.12007222100416292676e+00        1.877045e+04
9.28316648936624488897e+01	7.05353829584360769722e-01	1.07928941667489421974e+01	4.14962536801500903039e+00	4.94403596347973373071e+00	3.29147651383431494310e+00        1.880262e+04
9.99674850941378423386e+01	7.68453565336432720123e-01	1.01988979715591998598e+01	3.56281260242349906431e-01	1.87046555746276210730e-01	4.21516887893496949857e+00        1.880544e+04
5.02373000092765735758e+01	8.91011243034992239664e-01	1.10167423300188129787e+01	1.47193698681601112810e+01	1.41867954749475422283e+00	2.89090821890835847352e-01        1.882325e+04
6.79139245148450640954e+01	4.07550164542837212167e-01	1.11327231360199849775e+01	1.10250943221503483471e+01	1.04715434205459057004e+00	1.06720990794064363172e+00        1.886087e+04
