# Network	H1	L1	
1.555680208446119828e+01 1.247345099427685966e+01 9.296618277011802434e+00
1.376983825538333583e+01 1.097686689403401239e+01 8.313653755724883965e+00
1.663544083735560264e+01 1.321477395116663089e+01 1.010483257024708337e+01
1.527232864312152749e+01 1.201489657153721247e+01 9.427952193280020765e+00
1.713003339273064896e+01 1.371450961657062173e+01 1.026402796240632931e+01
1.407694096990998389e+01 1.141550226569819237e+01 8.236903246498023634e+00
1.157792836218836641e+01 9.250731725675587214e+00 6.962211408708081528e+00
1.171937408196142805e+01 9.364968412762140204e+00 7.045643725091172982e+00
1.407579825390433115e+01 1.123865424121924761e+01 8.474712227028174283e+00
1.252347334539848944e+01 1.007610217927709151e+01 7.437039028112861772e+00
1.307142927960106249e+01 1.036502099147586797e+01 7.964207635281524311e+00
1.231741830289041850e+01 9.768967217678692805e+00 7.502404491114757157e+00
1.082523392081728453e+01 8.652866905862179436e+00 6.504889218875923973e+00
1.577814022243285841e+01 1.270899887953645901e+01 9.350457548093283222e+00
1.154981156022495448e+01 9.174504740000365643e+00 7.016167746884107714e+00
1.430908061290874222e+01 1.134950939910054402e+01 8.714265567817475855e+00
1.233360474201721146e+01 9.857170672899153274e+00 7.413095996791508213e+00
1.185558186148583104e+01 9.566533059879771983e+00 7.002589984328596806e+00
1.498620506867440128e+01 1.192646834965111502e+01 9.074452879657954441e+00
1.202993696003813717e+01 9.620812643074714288e+00 7.222142850245026224e+00
1.451109490201452168e+01 1.177925616083259008e+01 8.474727107863669673e+00
1.517487134212136368e+01 1.223080812760264990e+01 8.982430227711494908e+00
1.197428403437116806e+01 9.617017747998039212e+00 7.134174638350743614e+00
1.628123135022596557e+01 1.301833492172491091e+01 9.777599406059671594e+00
1.248573811371053921e+01 9.903009319344448613e+00 7.604213481034117983e+00
1.554219071856033452e+01 1.235729141319692559e+01 9.426401289009106677e+00
1.226571518808958672e+01 9.845545580156734644e+00 7.315258116046742920e+00
1.292157067564141038e+01 1.032826402563639867e+01 7.764917961082462128e+00
1.308362579395697978e+01 1.039325452457992682e+01 7.947422494343389765e+00
1.417098957757359834e+01 1.133559914196687046e+01 8.504183541077857456e+00
1.292454688255381434e+01 1.028320898702970609e+01 7.829401321199663144e+00
1.395529030968623552e+01 1.114002565216073215e+01 8.405352824053455407e+00
1.554392856239182308e+01 1.250816744084272081e+01 9.228188469281628059e+00
1.439280451572887998e+01 1.154262334006809887e+01 8.597712966673219270e+00
1.553517874178632496e+01 1.240428882122962584e+01 9.352828309060713607e+00
1.459718224340889670e+01 1.167064512207584848e+01 8.767768922699730183e+00
1.171666612778581396e+01 9.324563963415362977e+00 7.094559326848919767e+00
1.478747229682363162e+01 1.172971897545010656e+01 9.004611578868468413e+00
1.657395393808972273e+01 1.322638074363942806e+01 9.987932797441317234e+00
1.111340809045528388e+01 8.850190786101068241e+00 6.721752928709052277e+00
1.172108594709774998e+01 9.394347328928610352e+00 7.009286271989769723e+00
1.534485288650415669e+01 1.238230893711022240e+01 9.063273994226108243e+00
1.472147773518059921e+01 1.178196765035134064e+01 8.826502421315739255e+00
1.299158975359097390e+01 1.038282718158576401e+01 7.808860611058041634e+00
1.358645214256076805e+01 1.081963088168464360e+01 8.217497758210225101e+00
1.199760758623724577e+01 9.571771149289954650e+00 7.233518152251914302e+00
1.172306283422402906e+01 9.413729904813006755e+00 6.986550758020300123e+00
1.369221268873728903e+01 1.085580248338591858e+01 8.344353824912420947e+00
1.280896932915961628e+01 1.019809780450127157e+01 7.750386857775428240e+00
1.357227061595670037e+01 1.072694288672466634e+01 8.315000058791868653e+00
1.598108980762100373e+01 1.282285304097571732e+01 9.537802227389059695e+00
1.546020443616169793e+01 1.235900891527235856e+01 9.288316308143915734e+00
1.268366681286476805e+01 1.003421567941079218e+01 7.758216258833837919e+00
1.624408693368908629e+01 1.309300235117719602e+01 9.614762074087789046e+00
