# Mf af A2220 phi2220 logL logPrior
7.805009319245560562e+01 7.059330929989664494e-01 2.951324230897900858e+00 4.150497176349096762e+00 9.069758151898103824e+04 0.000000000000000000e+00
8.307361530466772592e+01 4.972623541754189747e-01 3.093720735338978400e+00 3.577035352045116134e+00 9.070203900702706596e+04 0.000000000000000000e+00
6.724263417942714227e+01 5.870997110648721318e-01 4.076781672777985754e+00 4.962922065013084527e+00 9.070695367653983703e+04 0.000000000000000000e+00
8.873666157437122592e+01 3.379931971940204893e-01 4.406999577315798611e+00 1.376223866003443375e+00 9.072570779240167758e+04 0.000000000000000000e+00
6.739016588851362144e+01 3.130360180343639276e-01 2.769922480198379056e+00 3.909896070058750617e+00 9.073129694411940000e+04 0.000000000000000000e+00
6.758326821123436901e+01 8.639018679386649691e-01 5.435007974305883671e+00 5.345207697566674021e+00 9.073786506526394805e+04 0.000000000000000000e+00
8.054485010628414443e+01 3.188382744222966192e-01 3.832293248601110758e+00 4.426995446550693991e+00 9.073906595718897006e+04 0.000000000000000000e+00
8.179216311961688746e+01 2.834328146081716016e-01 5.652199767309138423e+00 5.577357950070968684e+00 9.075656693886117137e+04 0.000000000000000000e+00
7.458414206300921023e+01 5.566306107582456031e-01 5.162976787826090153e+00 5.313736878249262219e+00 9.077863642614929995e+04 0.000000000000000000e+00
9.640822403001151031e+01 5.842058581209713664e-01 3.006850832608703783e+00 3.643511912240335882e+00 9.080132479071301350e+04 0.000000000000000000e+00
5.381889708980934017e+01 3.466807611293815650e-01 3.341776990858560836e+00 3.221918606695526321e+00 9.080547681552906579e+04 0.000000000000000000e+00
6.551070241435057540e+01 5.715201130850778855e-01 2.905837145364672303e+00 3.327117394561713404e+00 9.080950242783910653e+04 0.000000000000000000e+00
7.597035592420581906e+01 7.237984847261967891e-01 4.281209451192721893e+00 5.226627025180876629e+00 9.081089454890265188e+04 0.000000000000000000e+00
5.791972079436307297e+01 5.309571481562623818e-01 6.578721280553968320e+00 5.715935645835388712e+00 9.081172184840253612e+04 0.000000000000000000e+00
9.731406973775409597e+01 7.514696381565760808e-01 3.339777168840360577e+00 4.262279861630430489e+00 9.081242555120745965e+04 0.000000000000000000e+00
6.834547047329876079e+01 3.880814127959111293e-01 6.397541345419879733e+00 5.862784876344745655e+00 9.081993390549336618e+04 0.000000000000000000e+00
5.934730822133018080e+01 9.509144740906693150e-01 4.078968661408890028e+00 5.883071150283257111e+00 9.083021730721597851e+04 0.000000000000000000e+00
8.605816322958013131e+01 9.188560307581959963e-01 3.613647151910331701e+00 3.049832788916472914e+00 9.083321012089107535e+04 0.000000000000000000e+00
5.191510699199520928e+01 2.704398639124763748e-01 2.526046725520939340e+00 3.625207874197111213e+00 9.083545617658401898e+04 0.000000000000000000e+00
