# Mf af A2220 phi2220 logL logPrior
6.586007236444014268e+01 6.373480903237130901e-01 5.389232169479144297e+00 1.131838063276496831e+00 9.185354083980644646e+04 0.000000000000000000e+00
5.975959514214993362e+01 4.933653578580401433e-01 5.057494973109254666e+00 1.144672109723364750e+00 9.185356994878107798e+04 0.000000000000000000e+00
6.225248530224880739e+01 5.060178777277510864e-01 4.952536912289860815e+00 1.082236716048857295e+00 9.185369211331491533e+04 0.000000000000000000e+00
7.242398740903203702e+01 7.892636679916353870e-01 4.979078255887893434e+00 1.017803962699858067e+00 9.185373026656189177e+04 0.000000000000000000e+00
5.999134260902636839e+01 4.604738419188128540e-01 4.839846341506174987e+00 1.125754773176126378e+00 9.185378832904527371e+04 0.000000000000000000e+00
7.161327346845241948e+01 7.789241509714283085e-01 4.963714118218935489e+00 1.052828481414288531e+00 9.185379914660014038e+04 0.000000000000000000e+00
6.475042957645143815e+01 5.880501509566352647e-01 5.272504006412820132e+00 1.102467400297145517e+00 9.185380200049787527e+04 0.000000000000000000e+00
7.492916722588759626e+01 8.047253638491749239e-01 5.188516973082260897e+00 1.024066188424758383e+00 9.185381548535714683e+04 0.000000000000000000e+00
6.435922550137533449e+01 6.201513199674423271e-01 5.437297498609374280e+00 1.108882190261974765e+00 9.185382485977570468e+04 0.000000000000000000e+00
5.992170068824648155e+01 4.873717666207151300e-01 4.612635243861631373e+00 1.116751853030697905e+00 9.185385247135389363e+04 0.000000000000000000e+00
6.319362514964933553e+01 5.726056671492080197e-01 4.682209498322690955e+00 1.142290522091523153e+00 9.185386612633289769e+04 0.000000000000000000e+00
6.875427461730673429e+01 6.894521911848543461e-01 5.459473076571172534e+00 1.022488896235583145e+00 9.185388158248079708e+04 0.000000000000000000e+00
7.025025358779706153e+01 7.158224007819200541e-01 4.975377387904520887e+00 9.353505645906520227e-01 9.185388664146285737e+04 0.000000000000000000e+00
7.391715575282934481e+01 8.048810810738739052e-01 5.034351220309500441e+00 1.026923661413696287e+00 9.185393728804129933e+04 0.000000000000000000e+00
6.836409955581233078e+01 7.110417638954255048e-01 4.658310676608341971e+00 9.622952240249479372e-01 9.185395208467448538e+04 0.000000000000000000e+00
7.264325377697683450e+01 7.812085502251711056e-01 4.766415755925645925e+00 9.967942017763256057e-01 9.185398841579213331e+04 0.000000000000000000e+00
6.962898160402897929e+01 7.235994087525468021e-01 5.262359412938879544e+00 9.470680617971862780e-01 9.185401658960332861e+04 0.000000000000000000e+00
6.695699471494651789e+01 6.733579744254272192e-01 5.308268765903082276e+00 1.144474182993944655e+00 9.185402908417212893e+04 0.000000000000000000e+00
6.514464177082271590e+01 6.550678739432002073e-01 4.761283509916088619e+00 1.133879978879698491e+00 9.185403887910439516e+04 0.000000000000000000e+00
6.150902607122367272e+01 5.126669848281594222e-01 5.111730132920269121e+00 1.115492149646134523e+00 9.185407362035255937e+04 0.000000000000000000e+00
5.920580634680679566e+01 4.480232105649291086e-01 4.971810264193905482e+00 1.082045931595537080e+00 9.185408498841167602e+04 0.000000000000000000e+00
6.295438390246491167e+01 5.308293616670898274e-01 4.597217560447795393e+00 1.039798798885098519e+00 9.185412288758539944e+04 0.000000000000000000e+00
6.653033087742608132e+01 6.134354069758491956e-01 4.820515502856823176e+00 1.096515301269608944e+00 9.185414372308424208e+04 0.000000000000000000e+00
7.138576380133032728e+01 7.338757976031449193e-01 4.959678015665487827e+00 9.413623205215785328e-01 9.185424318621894054e+04 0.000000000000000000e+00
5.863763790725453617e+01 4.657659951500670026e-01 4.941238913955406709e+00 1.042938136128128246e+00 9.185424693450772611e+04 0.000000000000000000e+00
6.826697838973312571e+01 6.984643252210732678e-01 4.528477952881560853e+00 1.015636768045962812e+00 9.185425677893710963e+04 0.000000000000000000e+00
5.936593005278385959e+01 5.046491067532956620e-01 5.014927175968290740e+00 1.051980981184494013e+00 9.185429807777226961e+04 0.000000000000000000e+00
6.644785531718142124e+01 6.638420947800708349e-01 4.544739823673019430e+00 9.895142078977879896e-01 9.185433072562947928e+04 0.000000000000000000e+00
6.407350257556582562e+01 6.262227803822362215e-01 5.141660953915676124e+00 9.716470770825880177e-01 9.185438088368186436e+04 0.000000000000000000e+00
6.409374496955514644e+01 6.002003937559166058e-01 4.768973511251129338e+00 9.550140368729674867e-01 9.185439277633039455e+04 0.000000000000000000e+00
6.175402734887271095e+01 5.175268345798692549e-01 5.119384021687489295e+00 1.107670783798257785e+00 9.185443850818563078e+04 0.000000000000000000e+00
