# Mf af A2220 phi2220 logL logPrior
6.538628491856290736e+01 6.287949897399925936e-01 4.626646200257771291e+00 1.028972483334974930e+00 9.185661439936074021e+04 0.000000000000000000e+00
6.997132247097556501e+01 7.417604424884481906e-01 4.918102063375805244e+00 9.925200889864466136e-01 9.185661797878217476e+04 0.000000000000000000e+00
6.813487603128308479e+01 6.796267042754163823e-01 4.752250425013318846e+00 1.083485378329884341e+00 9.185667881514405599e+04 0.000000000000000000e+00
6.660308231812997803e+01 6.536390022826589208e-01 4.987531105535818909e+00 9.752119314852885079e-01 9.185670094790948497e+04 0.000000000000000000e+00
6.390210270399983017e+01 5.914707663129282755e-01 4.818254416972342469e+00 1.112162606352070870e+00 9.185670331047236687e+04 0.000000000000000000e+00
6.643832203715722073e+01 6.507392934418183561e-01 4.639652428305011789e+00 1.039812337210487936e+00 9.185670538051046606e+04 0.000000000000000000e+00
6.837730685157906407e+01 7.215727078858666932e-01 5.151001218660090863e+00 1.008192203367371143e+00 9.185676142870145850e+04 0.000000000000000000e+00
6.796901617561077558e+01 7.082589738616267283e-01 5.266723821330810296e+00 1.017346172788550218e+00 9.185676590249470610e+04 0.000000000000000000e+00
6.832144913436405886e+01 7.020183397537951286e-01 4.712298261284322720e+00 1.042655824452432656e+00 9.185684645763842855e+04 0.000000000000000000e+00
6.778268100084571302e+01 6.969053254544210763e-01 4.792514502043790259e+00 1.079379376928765399e+00 9.185686965057704947e+04 0.000000000000000000e+00
6.327197766224205822e+01 5.603980008778982613e-01 4.919462902580825414e+00 1.063295740410657997e+00 9.185693073744510184e+04 0.000000000000000000e+00
6.337492477294935611e+01 5.956485485760636411e-01 5.092261273287863155e+00 1.023306322421469128e+00 9.185697517375829921e+04 0.000000000000000000e+00
6.655788499990390505e+01 6.527724849135353447e-01 5.242258107484314422e+00 1.020743198465876578e+00 9.185698784214006446e+04 0.000000000000000000e+00
6.730697524920154251e+01 6.746569803635075191e-01 4.930185414283188905e+00 9.727275252768831093e-01 9.185699672121131152e+04 0.000000000000000000e+00
6.263942863830572350e+01 5.755370697011179537e-01 4.984893050269649351e+00 1.022594242728122937e+00 9.185704627165185229e+04 0.000000000000000000e+00
6.319617713714245610e+01 5.867719606589141268e-01 5.082439449615620219e+00 1.025732087539903414e+00 9.185705242098653980e+04 0.000000000000000000e+00
6.986915800890095340e+01 7.087202782850254845e-01 4.987479773267197380e+00 9.903947860790707214e-01 9.185709596289864567e+04 0.000000000000000000e+00
6.986923520581939329e+01 7.087222689433108069e-01 4.987494101744744945e+00 9.903959339635746151e-01 9.185709634390918654e+04 0.000000000000000000e+00
6.989730707915992980e+01 7.156403653810058385e-01 4.934816545209466554e+00 9.821141713504888404e-01 9.185710949580695888e+04 0.000000000000000000e+00
6.682375586780467813e+01 6.691875919614597157e-01 5.082725718928554848e+00 9.840797465147718137e-01 9.185717500545395887e+04 0.000000000000000000e+00
6.394669124505433899e+01 6.262187485435637413e-01 5.097016445899417825e+00 1.041691685934803324e+00 9.185724647186984657e+04 0.000000000000000000e+00
6.331369082667250581e+01 6.083238455875397133e-01 4.997403115639269089e+00 1.091658484635439574e+00 9.185729224253643770e+04 0.000000000000000000e+00
6.444029374881489503e+01 6.239087332299890765e-01 5.092517996250408352e+00 1.013877898574171210e+00 9.185730298333222163e+04 0.000000000000000000e+00
6.877569564045548134e+01 7.182880010597927356e-01 5.209430072317370986e+00 1.084522943327296929e+00 9.185731809448606509e+04 0.000000000000000000e+00
6.538391654995795932e+01 6.182021772651138392e-01 4.786231537586437490e+00 1.007529251343614041e+00 9.185732170310245419e+04 0.000000000000000000e+00
6.352335404774953531e+01 5.946458860122734169e-01 4.817214550000277207e+00 1.101565808730664786e+00 9.185733157612202922e+04 0.000000000000000000e+00
6.288470180000003751e+01 5.601895280908911756e-01 4.914486838875944841e+00 1.061641480277656147e+00 9.185733304786641384e+04 0.000000000000000000e+00
7.007592583587434376e+01 7.311070396020173945e-01 5.228510911248663184e+00 1.009061108740033630e+00 9.185735131608018128e+04 0.000000000000000000e+00
6.286098112337484167e+01 5.612596284979077810e-01 4.812839576257334606e+00 1.051013415818925711e+00 9.185739234540611506e+04 0.000000000000000000e+00
7.084142994747620037e+01 7.326921225713857178e-01 5.157394219679273917e+00 1.015398015423772282e+00 9.185739427517176955e+04 0.000000000000000000e+00
6.496074392869581970e+01 6.316638710113502420e-01 4.793860894177182530e+00 1.009272362627792852e+00 9.185740459253716108e+04 0.000000000000000000e+00
6.938033797577584494e+01 7.295827332330356851e-01 5.170474116378163565e+00 1.012689589335090234e+00 9.185750638644503488e+04 0.000000000000000000e+00
